ID,gold_pur,,,,,,
3007,1,,,,,,
5513,1,,,,,,
679,1,,,,,,
8876,4,,,,,,
10827,29,,,,,,
7300,39,,,,,,
4268,7,,,,,,
4603,6,,,,,,
8659,20,,,,,,
10708,2,,,,,,
1176,9,,,,,,
10380,18,,,,,,
7037,3,,,,,,
11096,6,,,,,,
6374,39,,,,,,
5552,21,,,,,,
2245,23,,,,,,
6200,100,,,,,,
9904,141,,,,,,
10031,4,,,,,,
6642,28,,,,,,
10882,26,,,,,,
5636,49,,,,,,
8692,15,,,,,,
8091,21,,,,,,
8080,3,,,,,,
8370,34,,,,,,
4550,7,,,,,,
3381,4,,,,,,
10556,6,,,,,,
9467,2,,,,,,
2891,154,,,,,,
5011,154,,,,,,
8140,36,,,,,,
11039,41,,,,,,
78,9,,,,,,
5517,9,,,,,,
5290,23,,,,,,
4128,120,,,,,,
8534,30,,,,,,
9592,8,,,,,,
8957,144,,,,,,
9308,53,,,,,,
544,53,,,,,,
5989,34,,,,,,
635,70,,,,,,
6673,39,,,,,,
1710,27,,,,,,
523,3,,,,,,
8977,11,,,,,,
9736,4,,,,,,
1544,103,,,,,,
6575,75,,,,,,
6147,9,,,,,,
6354,19,,,,,,
4769,9,,,,,,
7540,5,,,,,,
5247,5,,,,,,
5987,12,,,,,,
9960,2,,,,,,
10972,35,,,,,,
1399,203,,,,,,
2698,26,,,,,,
6340,11,,,,,,
4107,38,,,,,,
10906,38,,,,,,
2557,11,,,,,,
8786,58,,,,,,
7187,96,,,,,,
6119,4,,,,,,
2980,4,,,,,,
3850,15,,,,,,
1077,9,,,,,,
9733,36,,,,,,
8462,36,,,,,,
4764,13,,,,,,
2223,149,,,,,,
7788,1,,,,,,
5827,10,,,,,,
2958,6,,,,,,
4954,5,,,,,,
3139,166,,,,,,
9952,10,,,,,,
8180,14,,,,,,
3276,12,,,,,,
4994,33,,,,,,
3598,11,,,,,,
945,13,,,,,,
5048,38,,,,,,
6214,15,,,,,,
6230,7,,,,,,
2968,42,,,,,,
8800,42,,,,,,
1907,69,,,,,,
10478,36,,,,,,
4188,89,,,,,,
8720,22,,,,,,
2225,241,,,,,,
4790,33,,,,,,
1131,7,,,,,,
202,57,,,,,,
9589,57,,,,,,
3900,57,,,,,,
9958,57,,,,,,
8955,10,,,,,,
10033,10,,,,,,
5751,10,,,,,,
3308,30,,,,,,
7297,20,,,,,,
8008,30,,,,,,
1232,130,,,,,,
2345,130,,,,,,
1628,32,,,,,,
5081,10,,,,,,
839,18,,,,,,
3706,26,,,,,,
5154,0,,,,,,
8584,53,,,,,,
6583,107,,,,,,
3433,107,,,,,,
10486,97,,,,,,
8687,125,,,,,,
7842,3,,,,,,
3749,15,,,,,,
1331,3,,,,,,
5995,41,,,,,,
8985,33,,,,,,
2798,58,,,,,,
7108,56,,,,,,
2781,34,,,,,,
3623,4,,,,,,
194,2,,,,,,
10833,19,,,,,,
2315,29,,,,,,
6336,4,,,,,,
10738,3,,,,,,
8286,5,,,,,,
2166,7,,,,,,
10691,20,,,,,,
9739,26,,,,,,
1829,24,,,,,,
6260,190,,,,,,
10448,27,,,,,,
1343,88,,,,,,
4749,88,,,,,,
531,176,,,,,,
6905,54,,,,,,
1045,20,,,,,,
4012,12,,,,,,
5529,8,,,,,,
4001,8,,,,,,
10420,38,,,,,,
7723,80,,,,,,
2963,80,,,,,,
10634,11,,,,,,
5180,4,,,,,,
6866,7,,,,,,
1328,133,,,,,,
1139,112,,,,,,
4961,3,,,,,,
5177,19,,,,,,
2075,10,,,,,,
3428,45,,,,,,
4500,45,,,,,,
7369,0,,,,,,
4381,11,,,,,,
9964,27,,,,,,
1630,27,,,,,,
5012,4,,,,,,
6918,4,,,,,,
7822,54,,,,,,
10156,190,,,,,,
3033,89,,,,,,
4119,89,,,,,,
11110,1,,,,,,
332,20,,,,,,
737,43,,,,,,
10319,60,,,,,,
2683,65,,,,,,
3445,162,,,,,,
10913,9,,,,,,
4427,67,,,,,,
8717,26,,,,,,
2066,23,,,,,,
3340,50,,,,,,
8685,50,,,,,,
4149,26,,,,,,
8726,25,,,,,,
2295,38,,,,,,
3283,185,,,,,,
1915,205,,,,,,
800,2,,,,,,
9166,162,,,,,,
5147,93,,,,,,
13,8,,,,,,
8557,6,,,,,,
8724,6,,,,,,
9381,109,,,,,,
9384,109,,,,,,
3560,191,,,,,,
241,191,,,,,,
7521,191,,,,,,
9799,86,,,,,,
5123,52,,,,,,
448,118,,,,,,
4837,204,,,,,,
9365,12,,,,,,
8932,70,,,,,,
7055,76,,,,,,
3537,4,,,,,,
9081,9,,,,,,
4988,12,,,,,,
1050,9,,,,,,
5610,7,,,,,,
3526,1,,,,,,
5136,30,,,,,,
1411,173,,,,,,
701,73,,,,,,
6203,49,,,,,,
7192,34,,,,,,
5181,5,,,,,,
9220,19,,,,,,
7734,245,,,,,,
10446,23,,,,,,
5524,88,,,,,,
3830,13,,,,,,
5186,7,,,,,,
8514,1,,,,,,
7165,93,,,,,,
10236,13,,,,,,
2392,27,,,,,,
1920,27,,,,,,
3673,106,,,,,,
1453,30,,,,,,
4518,111,,,,,,
8969,28,,,,,,
387,16,,,,,,
1079,10,,,,,,
164,12,,,,,,
3434,108,,,,,,
5721,26,,,,,,
8418,13,,,,,,
5300,24,,,,,,
10424,92,,,,,,
11171,26,,,,,,
1600,26,,,,,,
7851,122,,,,,,
10701,34,,,,,,
891,1,,,,,,
6912,7,,,,,,
5967,8,,,,,,
2109,17,,,,,,
6292,17,,,,,,
8537,53,,,,,,
9576,7,,,,,,
5935,63,,,,,,
10264,13,,,,,,
234,13,,,,,,
3202,36,,,,,,
1103,185,,,,,,
610,43,,,,,,
4480,11,,,,,,
10660,47,,,,,,
9353,38,,,,,,
4120,93,,,,,,
2836,1,,,,,,
9579,16,,,,,,
5841,54,,,,,,
3174,33,,,,,,
5536,33,,,,,,
2061,10,,,,,,
8477,1,,,,,,
640,106,,,,,,
3828,195,,,,,,
4093,125,,,,,,
8624,57,,,,,,
2802,49,,,,,,
368,28,,,,,,
3599,80,,,,,,
3389,161,,,,,,
10710,5,,,,,,
7118,174,,,,,,
4937,5,,,,,,
1127,38,,,,,,
833,2,,,,,,
3565,2,,,,,,
6086,48,,,,,,
1763,33,,,,,,
4697,51,,,,,,
182,52,,,,,,
1165,52,,,,,,
5386,172,,,,,,
6024,172,,,,,,
2678,55,,,,,,
5790,5,,,,,,
236,47,,,,,,
6001,35,,,,,,
6250,0,,,,,,
1168,53,,,,,,
10749,2,,,,,,
2926,40,,,,,,
716,0,,,,,,
6544,0,,,,,,
4298,1,,,,,,
5823,2,,,,,,
8375,43,,,,,,
5723,0,,,,,,
5763,30,,,,,,
8727,54,,,,,,
3056,54,,,,,,
8442,7,,,,,,
3712,2,,,,,,
10722,106,,,,,,
2406,24,,,,,,
7313,73,,,,,,
2656,24,,,,,,
1993,19,,,,,,
4136,40,,,,,,
2928,38,,,,,,
2920,38,,,,,,
6661,11,,,,,,
5462,11,,,,,,
10897,11,,,,,,
10542,4,,,,,,
5756,2,,,,,,
3570,24,,,,,,
1072,6,,,,,,
9606,44,,,,,,
2730,57,,,,,,
2995,0,,,,,,
8210,56,,,,,,
773,98,,,,,,
5272,73,,,,,,
5125,29,,,,,,
4391,131,,,,,,
6283,131,,,,,,
3421,131,,,,,,
5731,10,,,,,,
7152,10,,,,,,
3919,0,,,,,,
6097,126,,,,,,
5150,15,,,,,,
10479,147,,,,,,
5966,2,,,,,,
3439,75,,,,,,
6609,15,,,,,,
5393,6,,,,,,
9014,3,,,,,,
4050,8,,,,,,
6862,1,,,,,,
8315,4,,,,,,
5184,4,,,,,,
3643,26,,,,,,
2589,2,,,,,,
4887,8,,,,,,
10104,2,,,,,,
3254,53,,,,,,
2004,54,,,,,,
6142,8,,,,,,
8553,3,,,,,,
9805,48,,,,,,
849,48,,,,,,
1606,3,,,,,,
125,13,,,,,,
9305,121,,,,,,
4706,5,,,,,,
4437,38,,,,,,
3081,3,,,,,,
3536,20,,,,,,
8686,14,,,,,,
9707,34,,,,,,
10872,34,,,,,,
9058,224,,,,,,
4640,114,,,,,,
2525,14,,,,,,
9503,44,,,,,,
10704,142,,,,,,
2669,81,,,,,,
10037,81,,,,,,
5680,3,,,,,,
3726,0,,,,,,
4548,15,,,,,,
4599,21,,,,,,
879,21,,,,,,
7409,10,,,,,,
1964,53,,,,,,
0,54,,,,,,
4860,3,,,,,,
425,64,,,,,,
9500,84,,,,,,
3074,33,,,,,,
5140,153,,,,,,
2611,18,,,,,,
916,2,,,,,,
10413,224,,,,,,
3696,10,,,,,,
304,26,,,,,,
5113,35,,,,,,
2863,20,,,,,,
4597,129,,,,,,
675,73,,,,,,
4483,182,,,,,,
1502,6,,,,,,
736,6,,,,,,
4487,26,,,,,,
3412,70,,,,,,
1744,20,,,,,,
5837,65,,,,,,
3422,76,,,,,,
7462,68,,,,,,
10702,12,,,,,,
2115,2,,,,,,
4138,66,,,,,,
11091,2,,,,,,
7712,29,,,,,,
3535,117,,,,,,
5899,13,,,,,,
8749,20,,,,,,
10955,46,,,,,,
9491,25,,,,,,
5286,36,,,,,,
3409,47,,,,,,
2544,1,,,,,,
2118,59,,,,,,
9370,81,,,,,,
4864,24,,,,,,
405,91,,,,,,
10513,70,,,,,,
5138,4,,,,,,
8387,11,,,,,,
378,125,,,,,,
5846,1,,,,,,
8870,187,,,,,,
10340,187,,,,,,
7290,26,,,,,,
8895,26,,,,,,
3635,42,,,,,,
11178,4,,,,,,
2410,50,,,,,,
3281,71,,,,,,
9905,67,,,,,,
2437,61,,,,,,
2565,63,,,,,,
7912,33,,,,,,
7072,170,,,,,,
1409,99,,,,,,
5314,99,,,,,,
7215,168,,,,,,
8858,5,,,,,,
895,49,,,,,,
10313,38,,,,,,
642,47,,,,,,
8504,145,,,,,,
1020,145,,,,,,
3717,218,,,,,,
7646,70,,,,,,
5796,29,,,,,,
8625,1,,,,,,
5407,195,,,,,,
4356,168,,,,,,
2886,12,,,,,,
10057,153,,,,,,
10741,15,,,,,,
5491,15,,,,,,
4442,52,,,,,,
3972,64,,,,,,
2431,14,,,,,,
7899,16,,,,,,
9703,69,,,,,,
6927,10,,,,,,
7005,85,,,,,,
246,6,,,,,,
4796,0,,,,,,
4725,9,,,,,,
3286,8,,,,,,
10680,6,,,,,,
4297,0,,,,,,
7327,7,,,,,,
1553,126,,,,,,
1665,215,,,,,,
10640,29,,,,,,
7620,45,,,,,,
7761,40,,,,,,
5062,0,,,,,,
6349,85,,,,,,
3386,20,,,,,,
8175,20,,,,,,
6245,14,,,,,,
8780,14,,,,,,
2276,33,,,,,,
1172,22,,,,,,
3225,46,,,,,,
8629,8,,,,,,
798,5,,,,,,
269,122,,,,,,
8213,35,,,,,,
10245,41,,,,,,
2447,12,,,,,,
9817,20,,,,,,
1371,174,,,,,,
8093,17,,,,,,
713,35,,,,,,
11051,12,,,,,,
5545,80,,,,,,
5283,25,,,,,,
5010,9,,,,,,
7495,4,,,,,,
4368,10,,,,,,
6303,30,,,,,,
1030,3,,,,,,
10364,5,,,,,,
6945,163,,,,,,
8562,11,,,,,,
2918,19,,,,,,
9167,62,,,,,,
4743,88,,,,,,
10742,20,,,,,,
10965,40,,,,,,
7129,35,,,,,,
3732,69,,,,,,
7124,27,,,,,,
10686,2,,,,,,
7247,75,,,,,,
1513,128,,,,,,
460,17,,,,,,
6653,23,,,,,,
9400,54,,,,,,
7106,12,,,,,,
4252,41,,,,,,
9240,34,,,,,,
10770,47,,,,,,
176,67,,,,,,
6870,20,,,,,,
143,99,,,,,,
6445,40,,,,,,
4278,55,,,,,,
6906,72,,,,,,
4637,16,,,,,,
8690,126,,,,,,
1173,147,,,,,,
1928,20,,,,,,
9029,29,,,,,,
10299,41,,,,,,
9246,62,,,,,,
4943,66,,,,,,
4122,44,,,,,,
2853,51,,,,,,
902,12,,,,,,
1672,66,,,,,,
7254,14,,,,,,
8775,14,,,,,,
9543,6,,,,,,
7093,6,,,,,,
2894,39,,,,,,
5956,30,,,,,,
1921,9,,,,,,
5057,11,,,,,,
10260,14,,,,,,
2262,14,,,,,,
7930,40,,,,,,
1461,4,,,,,,
7514,28,,,,,,
6461,108,,,,,,
257,12,,,,,,
9460,42,,,,,,
3855,42,,,,,,
367,120,,,,,,
9265,77,,,,,,
1990,37,,,,,,
3594,97,,,,,,
9292,88,,,,,,
6218,9,,,,,,
6528,1,,,,,,
10164,16,,,,,,
9937,91,,,,,,
274,2,,,,,,
5250,126,,,,,,
11010,0,,,,,,
6969,4,,,,,,
10735,1,,,,,,
5068,1,,,,,,
9974,20,,,,,,
7053,28,,,,,,
3179,38,,,,,,
8082,15,,,,,,
1362,74,,,,,,
6768,2,,,,,,
2375,6,,,,,,
6856,19,,,,,,
4066,20,,,,,,
4333,3,,,,,,
2948,5,,,,,,
4927,13,,,,,,
7426,18,,,,,,
8360,18,,,,,,
4058,45,,,,,,
10755,36,,,,,,
8414,18,,,,,,
6810,98,,,,,,
3839,40,,,,,,
3483,29,,,,,,
238,95,,,,,,
591,65,,,,,,
5063,3,,,,,,
4303,12,,,,,,
2258,2,,,,,,
7301,32,,,,,,
11121,7,,,,,,
5287,1,,,,,,
6457,65,,,,,,
3559,9,,,,,,
5577,3,,,,,,
641,48,,,,,,
954,31,,,,,,
1834,4,,,,,,
8789,12,,,,,,
10584,29,,,,,,
2337,2,,,,,,
6071,84,,,,,,
295,84,,,,,,
10203,11,,,,,,
3968,129,,,,,,
4037,5,,,,,,
6932,21,,,,,,
10159,174,,,,,,
1177,14,,,,,,
9426,130,,,,,,
10637,10,,,,,,
10826,19,,,,,,
4086,19,,,,,,
10304,19,,,,,,
7998,21,,,,,,
10992,30,,,,,,
6383,2,,,,,,
10536,2,,,,,,
6036,55,,,,,,
11092,3,,,,,,
538,33,,,,,,
10022,0,,,,,,
10157,5,,,,,,
3503,15,,,,,,
146,0,,,,,,
5538,27,,,,,,
3910,27,,,,,,
4227,8,,,,,,
6634,11,,,,,,
8916,1,,,,,,
6460,16,,,,,,
5883,60,,,,,,
10091,40,,,,,,
697,59,,,,,,
2607,41,,,,,,
8427,43,,,,,,
217,43,,,,,,
6202,159,,,,,,
3856,159,,,,,,
10648,32,,,,,,
5120,32,,,,,,
6749,95,,,,,,
1584,89,,,,,,
9559,30,,,,,,
771,7,,,,,,
5237,10,,,,,,
2461,4,,,,,,
5474,43,,,,,,
2895,14,,,,,,
7972,54,,,,,,
10067,5,,,,,,
500,21,,,,,,
922,16,,,,,,
2861,4,,,,,,
375,16,,,,,,
10936,249,,,,,,
10314,111,,,,,,
4240,12,,,,,,
2674,82,,,,,,
2563,10,,,,,,
8312,10,,,,,,
6999,8,,,,,,
7574,11,,,,,,
5223,3,,,,,,
2952,9,,,,,,
7683,78,,,,,,
9481,16,,,,,,
9907,57,,,,,,
5454,3,,,,,,
3798,24,,,,,,
7281,39,,,,,,
4259,0,,,,,,
2549,1,,,,,,
6437,9,,,,,,
2488,7,,,,,,
3945,36,,,,,,
702,61,,,,,,
9010,210,,,,,,
9710,15,,,,,,
1509,81,,,,,,
9120,42,,,,,,
5252,13,,,,,,
5959,18,,,,,,
7441,31,,,,,,
4271,66,,,,,,
4095,116,,,,,,
8852,180,,,,,,
7698,7,,,,,,
4174,11,,,,,,
3182,79,,,,,,
193,8,,,,,,
5229,3,,,,,,
5555,1,,,,,,
7732,52,,,,,,
310,16,,,,,,
6261,22,,,,,,
6274,16,,,,,,
1655,11,,,,,,
2740,6,,,,,,
4328,11,,,,,,
17,76,,,,,,
9153,10,,,,,,
520,9,,,,,,
8372,9,,,,,,
73,1,,,,,,
2002,86,,,,,,
6059,108,,,,,,
11166,20,,,,,,
6257,24,,,,,,
9224,242,,,,,,
8732,42,,,,,,
955,19,,,,,,
4910,115,,,,,,
564,8,,,,,,
8931,33,,,,,,
1998,8,,,,,,
1250,8,,,,,,
8397,11,,,,,,
9672,22,,,,,,
2125,30,,,,,,
5975,3,,,,,,
983,145,,,,,,
9938,51,,,,,,
4385,7,,,,,,
1612,7,,,,,,
803,4,,,,,,
10675,23,,,,,,
7004,23,,,,,,
4432,9,,,,,,
5079,9,,,,,,
4475,178,,,,,,
10868,114,,,,,,
6742,2,,,,,,
5692,7,,,,,,
339,4,,,,,,
10398,12,,,,,,
8017,3,,,,,,
3722,8,,,,,,
7326,0,,,,,,
2416,0,,,,,,
1878,10,,,,,,
5278,40,,,,,,
5734,1,,,,,,
4370,28,,,,,,
8405,46,,,,,,
7617,19,,,,,,
10339,24,,,,,,
6376,100,,,,,,
2150,56,,,,,,
7386,2,,,,,,
3006,2,,,,,,
11088,17,,,,,,
5185,41,,,,,,
3523,125,,,,,,
55,5,,,,,,
3807,56,,,,,,
2453,99,,,,,,
7787,99,,,,,,
2230,0,,,,,,
8146,14,,,,,,
988,22,,,,,,
4832,46,,,,,,
3152,20,,,,,,
11188,20,,,,,,
361,4,,,,,,
5939,33,,,,,,
9349,42,,,,,,
819,134,,,,,,
10120,41,,,,,,
4541,41,,,,,,
2456,2,,,,,,
2516,34,,,,,,
11013,54,,,,,,
9988,8,,,,,,
1627,41,,,,,,
1490,77,,,,,,
6710,13,,,,,,
7375,182,,,,,,
10144,182,,,,,,
3138,27,,,,,,
1440,232,,,,,,
4200,7,,,,,,
4998,200,,,,,,
7321,200,,,,,,
8663,1,,,,,,
1958,13,,,,,,
6963,11,,,,,,
1065,18,,,,,,
2712,33,,,,,,
6049,37,,,,,,
6605,26,,,,,,
11181,1,,,,,,
5234,30,,,,,,
5253,4,,,,,,
11148,2,,,,,,
6289,36,,,,,,
9743,107,,,,,,
9209,15,,,,,,
6417,15,,,,,,
7937,7,,,,,,
6488,16,,,,,,
3194,0,,,,,,
231,1,,,,,,
9697,5,,,,,,
4676,107,,,,,,
8079,18,,,,,,
10032,17,,,,,,
10505,28,,,,,,
2005,15,,,,,,
6940,76,,,,,,
2304,7,,,,,,
3170,85,,,,,,
10466,10,,,,,,
7325,3,,,,,,
455,24,,,,,,
7592,24,,,,,,
4547,5,,,,,,
6825,0,,,,,,
2961,27,,,,,,
8700,15,,,,,,
2278,39,,,,,,
10703,36,,,,,,
9,36,,,,,,
2804,36,,,,,,
4915,229,,,,,,
3010,153,,,,,,
4279,18,,,,,,
2564,15,,,,,,
1137,37,,,,,,
5084,151,,,,,,
7094,151,,,,,,
6327,54,,,,,,
6131,23,,,,,,
5798,18,,,,,,
10379,83,,,,,,
606,4,,,,,,
7801,131,,,,,,
2445,0,,,,,,
5346,23,,,,,,
550,26,,,,,,
4478,53,,,,,,
2350,133,,,,,,
1118,29,,,,,,
1491,172,,,,,,
4507,56,,,,,,
7023,12,,,,,,
6977,37,,,,,,
4042,31,,,,,,
7274,61,,,,,,
2902,6,,,,,,
3332,17,,,,,,
7433,17,,,,,,
9386,15,,,,,,
5176,14,,,,,,
10323,46,,,,,,
4682,6,,,,,,
3083,24,,,,,,
8015,12,,,,,,
1745,12,,,,,,
3136,12,,,,,,
6991,30,,,,,,
8132,19,,,,,,
503,7,,,,,,
8148,135,,,,,,
2736,54,,,,,,
8162,2,,,,,,
692,5,,,,,,
7706,57,,,,,,
9298,0,,,,,,
2986,4,,,,,,
10812,0,,,,,,
2909,36,,,,,,
6974,84,,,,,,
9140,1,,,,,,
4554,90,,,,,,
7791,5,,,,,,
5455,5,,,,,,
7960,100,,,,,,
3426,46,,,,,,
5316,18,,,,,,
1404,42,,,,,,
10598,3,,,,,,
8212,21,,,,,,
3233,32,,,,,,
7892,13,,,,,,
2975,84,,,,,,
5043,144,,,,,,
3104,19,,,,,,
10854,2,,,,,,
7419,3,,,,,,
5558,79,,,,,,
832,35,,,,,,
4964,0,,,,,,
11030,4,,,,,,
4587,10,,,,,,
450,80,,,,,,
11031,1,,,,,,
4990,155,,,,,,
221,59,,,,,,
4351,25,,,,,,
1357,73,,,,,,
5667,153,,,,,,
8867,172,,,,,,
2747,172,,,,,,
7422,6,,,,,,
4148,42,,,,,,
9516,119,,,,,,
1291,45,,,,,,
1833,12,,,,,,
7270,24,,,,,,
8182,5,,,,,,
10394,241,,,,,,
1142,35,,,,,,
451,4,,,,,,
7128,5,,,,,,
10678,17,,,,,,
7755,19,,,,,,
4754,29,,,,,,
20,61,,,,,,
2246,61,,,,,,
10307,34,,,,,,
2147,126,,,,,,
10590,14,,,,,,
6565,176,,,,,,
6619,4,,,,,,
4817,2,,,,,,
4508,227,,,,,,
4843,227,,,,,,
9197,8,,,,,,
6237,291,,,,,,
6515,14,,,,,,
5954,10,,,,,,
7938,4,,,,,,
961,71,,,,,,
1764,10,,,,,,
1916,43,,,,,,
6941,32,,,,,,
5562,90,,,,,,
1517,12,,,,,,
7286,13,,,,,,
4687,92,,,,,,
5631,149,,,,,,
1951,30,,,,,,
123,107,,,,,,
9451,107,,,,,,
7396,26,,,,,,
3298,199,,,,,,
6730,5,,,,,,
9916,5,,,,,,
2227,25,,,,,,
946,25,,,,,,
3745,45,,,,,,
4094,35,,,,,,
8588,35,,,,,,
3916,58,,,,,,
9135,24,,,,,,
1755,18,,,,,,
2875,17,,,,,,
2008,108,,,,,,
10925,175,,,,,,
1604,4,,,,,,
5389,6,,,,,,
2878,69,,,,,,
4440,10,,,,,,
1324,22,,,,,,
6262,154,,,,,,
3628,26,,,,,,
3641,6,,,,,,
322,0,,,,,,
175,93,,,,,,
6988,93,,,,,,
8204,17,,,,,,
7476,12,,,,,,
5221,47,,,,,,
8970,92,,,,,,
9286,18,,,,,,
5831,133,,,,,,
1010,16,,,,,,
11074,241,,,,,,
5896,11,,,,,,
3515,10,,,,,,
5324,15,,,,,,
6534,4,,,,,,
8373,9,,,,,,
3829,9,,,,,,
4501,165,,,,,,
4179,22,,,,,,
2292,5,,,,,,
9239,6,,,,,,
8953,3,,,,,,
10258,3,,,,,,
3520,56,,,,,,
10402,1,,,,,,
11114,32,,,,,,
9553,5,,,,,,
6055,72,,,,,,
4786,61,,,,,,
5015,41,,,,,,
8560,145,,,,,,
3469,8,,,,,,
5885,32,,,,,,
3310,32,,,,,,
2134,83,,,,,,
2532,175,,,,,,
2579,8,,,,,,
3117,147,,,,,,
5623,19,,,,,,
4789,33,,,,,,
9523,0,,,,,,
5268,3,,,,,,
1545,54,,,,,,
2254,93,,,,,,
2661,10,,,,,,
3130,10,,,,,,
5847,149,,,,,,
5863,123,,,,,,
999,22,,,,,,
2931,210,,,,,,
1890,7,,,,,,
5589,30,,,,,,
10172,38,,,,,,
6729,38,,,,,,
10492,1,,,,,,
2939,31,,,,,,
5948,17,,,,,,
574,35,,,,,,
3266,35,,,,,,
10500,28,,,,,,
7987,13,,,,,,
1135,6,,,,,,
24,6,,,,,,
7244,7,,,,,,
1966,0,,,,,,
7789,0,,,,,,
3336,191,,,,,,
5644,20,,,,,,
1295,124,,,,,,
6663,6,,,,,,
10262,18,,,,,,
456,9,,,,,,
3270,7,,,,,,
5748,139,,,,,,
8952,70,,,,,,
3921,14,,,,,,
9826,40,,,,,,
5830,40,,,,,,
8310,37,,,,,,
6382,15,,,,,,
8439,17,,,,,,
7613,29,,,,,,
48,32,,,,,,
5046,61,,,,,,
3231,7,,,,,,
7181,2,,,,,,
1663,10,,,,,,
5441,50,,,,,,
8602,57,,,,,,
9925,31,,,,,,
9499,15,,,,,,
6568,12,,,,,,
3032,44,,,,,,
5153,27,,,,,,
4127,27,,,,,,
9940,38,,,,,,
7527,8,,,,,,
3406,12,,,,,,
9771,5,,,,,,
6722,35,,,,,,
213,2,,,,,,
8541,6,,,,,,
8475,1,,,,,,
8070,7,,,,,,
313,20,,,,,,
9757,76,,,,,,
2088,76,,,,,,
2320,29,,,,,,
966,26,,,,,,
9706,7,,,,,,
3979,51,,,,,,
5602,102,,,,,,
2202,7,,,,,,
9645,30,,,,,,
7230,4,,,,,,
5675,4,,,,,,
4974,102,,,,,,
5687,187,,,,,,
5871,115,,,,,,
3846,15,,,,,,
10001,34,,,,,,
2831,183,,,,,,
868,4,,,,,,
7212,4,,,,,,
1743,43,,,,,,
2415,61,,,,,,
7947,4,,,,,,
2106,12,,,,,,
3363,12,,,,,,
8595,4,,,,,,
7232,4,,,,,,
7829,25,,,,,,
9977,34,,,,,,
10142,78,,,,,,
5263,16,,,,,,
22,14,,,,,,
528,63,,,,,,
4070,144,,,,,,
